text,label
"We strive to protect investment outcomes for clients, as demonstrated by our decision to close our institutional business to new clients in our South African equity and multi-asset class portfolios in 2012.",no
"The South Central business owns and operates a 3,555 MW portfolio of generation assets in the Gulf Coast region.",no
"It includes light-duty diesel and heavy-duty vehicles, and it will be effective in 2022.",no
We believe it’s one of the most environmentally conscious textile mills not only in Pakistan but also throughout the world.,yes
There's 2 elements of that coal to solar and battery program if we were successful.,no
"And yes, the way we're looking at it right now, given the size of the business, particularly the Chegg Study business and, to some degree, the writing business.",no
"We will do the right thing in compliance with our Code of Ethics, supported by our Global Compliance Program, and we will care for our people, our communities, and our natural resources.",no
Eco Markets margin growth was mainly due to higher market prices for Large-scale Generation Certificates (LGC) and AGL’s ability to meet a significant part of its compliance obligations through renewable generation and utilisation of existing certificates.,no
"Regarding internal carbon pricing, we have a dynamic internal CO2 price that is based on developments in particularly relevant regions such as the EU and on the corresponding targets up to 2030 and 2050.",no
"We've set goals for deleveraging, so we'll -- the way we presented that plan is we'll continue to pay down debt, with asset sales where we can most efficiently, meaning there's no major tax impediment in doing so.",no
So when we look at -- we've been in the 2% to 3% range.,no
"Ltd. 41 a) The Company has entered into preliminary agreement with one of the party for development and maintenance of Liquefied Natural Gas (LNG) terminal infrastructure facilities at Mundra (Mundra LNG Project) vide agreement dated September 30, 2014.",no
"Establishes principles governing social and environmental management, and oversees development of performance management to achieve social and environmental goals.",yes
Every company has to present enough certifi- cates to cover its total emissions at the end of each year.,no
Banpu and its group of companies emphasize the importance of risk management in order to manage risks that may affect business goals and objectives to be a leading integrated energy solutions company in Asia-Pacific.,no
